term,layer,layer_name,definition,source,auto_quality_notes,reviewer_verdict,corrected_definition,reviewer_comment,review_date
制针织或钩编,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现22次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
其他合成纤维,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现20次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
非供零售用,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现17次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
供零售用,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现17次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
斜纹布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现17次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
纱线,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现15次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
合成纤维制针,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现15次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
与其他纤维混,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现14次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
尼龙,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现14次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
短纤,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现13次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
未梳或未经其,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现13次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
他纺前加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现13次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
针织或钩编的,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现12次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
化纤制针织或,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现12次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
毛制针织或钩,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现12次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
未加捻或捻度,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现11次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
其他合成短纤,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现11次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
羊毛或动物细,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现11次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
已梳或经其他,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现10次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
纺前加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现10次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
其他聚酯短纤,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现10次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
包覆或层压的,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现10次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
弹性线,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现10次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
织或钩编的女,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现10次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
未漂白或漂白,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现9次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
平纹布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现9次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
其他布,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现9次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
晨衣及类似品,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现9次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
类似品,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现9次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
头巾,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现9次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
帐幔,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现9次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
的机织物,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
其他棉,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
尼龙等聚酰胺,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
无胶线,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
围巾,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
披纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
短大衣,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
斗篷,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
短斗篷,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
带风帽的防寒,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
短上衣,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,HS纺织章节商品分类中的核心术语，在1214条HS商品名中出现8次。,中国海关HS商品编码表 (纺织),自动生成定义（频次统计），需人工核实,,,,
